0 <= x < 30; y0 = 61.0000 + 0.6333x; linear_interpolation
21000 <= x < 21030; y700 = 0.0007 + -0.0300x + -0.3083x^2 + 83.0000x^3; cubic_spline_interpolation
21030 <= x < 21060; y701 = -0.0007 + 0.0308x + 0.3417x^2 + 65.0000x^3; cubic_spline_interpolation
21060 <= x < 21090; y702 = 0.0007 + -0.0325x + -0.3417x^2 + 84.0000x^3; cubic_spline_interpolation
21090 <= x < 21120; y703 = -0.0007 + 0.0325x + 0.3000x^2 + 64.0000x^3; cubic_spline_interpolation
21120 <= x < 21150; y704 = 0.0007 + -0.0317x + -0.3167x^2 + 83.0000x^3; cubic_spline_interpolation
21150 <= x < 21180; y705 = -0.0007 + 0.0317x + 0.3167x^2 + 64.0000x^3; cubic_spline_interpolation
21180 <= x < 21210; y706 = 0.0007 + -0.0317x + -0.3417x^2 + 83.0000x^3; cubic_spline_interpolation
21210 <= x < 21240; y707 = -0.0008 + 0.0342x + 0.4167x^2 + 64.0000x^3; cubic_spline_interpolation
21240 <= x < 21270; y708 = 0.0008 + -0.0367x + -0.3500x^2 + 86.0000x^3; cubic_spline_interpolation
21270 <= x < 21300; y709 = -0.0007 + 0.0350x + 0.2917x^2 + 64.0000x^3; cubic_spline_interpolation
21300 <= x < 21330; y710 = 0.0007 + -0.0325x + -0.3083x^2 + 84.0000x^3; cubic_spline_interpolation
21330 <= x < 21360; y711 = -0.0007 + 0.0325x + 0.3500x^2 + 65.0000x^3; cubic_spline_interpolation
21360 <= x < 21390; y712 = 0.0005 + -0.0333x + -0.0917x^2 + 85.0000x^3; cubic_spline_interpolation
21390 <= x < 21420; y713 = 0.0001 + 0.0092x + -0.6333x^2 + 65.0000x^3; cubic_spline_interpolation
21420 <= x < 21450; y714 = -0.0001 + 0.0150x + -0.0833x^2 + 56.0000x^3; cubic_spline_interpolation
21450 <= x < 21480; y715 = -0.0005 + 0.0083x + 0.8250x^2 + 65.0000x^3; cubic_spline_interpolation
21480 <= x < 21510; y716 = 0.0008 + -0.0358x + -0.4750x^2 + 84.0000x^3; cubic_spline_interpolation
21510 <= x < 21540; y717 = -0.0009 + 0.0392x + 0.3583x^2 + 60.0000x^3; cubic_spline_interpolation
21540 <= x < 21570; y718 = 0.0009 + -0.0375x + -0.3750x^2 + 83.0000x^3; cubic_spline_interpolation
21570 <= x < 21600; y719 = -0.0009 + 0.0392x + 0.4333x^2 + 61.0000x^3; cubic_spline_interpolation
21600 <= x < 21630; y720 = 0.0008 + -0.0383x + -0.2667x^2 + 86.0000x^3; cubic_spline_interpolation
21630 <= x < 21660; y721 = -0.0007 + 0.0333x + 0.2917x^2 + 65.0000x^3; cubic_spline_interpolation
21660 <= x < 21690; y722 = 0.0007 + -0.0325x + -0.3583x^2 + 84.0000x^3; cubic_spline_interpolation
21690 <= x < 21720; y723 = -0.0008 + 0.0342x + 0.3750x^2 + 64.0000x^3; cubic_spline_interpolation
21720 <= x < 21750; y724 = 0.0008 + -0.0358x + -0.3750x^2 + 85.0000x^3; cubic_spline_interpolation
21750 <= x < 21780; y725 = -0.0008 + 0.0358x + 0.3500x^2 + 63.0000x^3; cubic_spline_interpolation
21780 <= x < 21810; y726 = 0.0008 + -0.0367x + -0.4250x^2 + 84.0000x^3; cubic_spline_interpolation
21810 <= x < 21840; y727 = -0.0009 + 0.0392x + 0.3917x^2 + 61.0000x^3; cubic_spline_interpolation
21840 <= x < 21870; y728 = 0.0008 + -0.0375x + -0.2917x^2 + 85.0000x^3; cubic_spline_interpolation
21870 <= x < 21900; y729 = -0.0008 + 0.0342x + 0.3250x^2 + 64.0000x^3; cubic_spline_interpolation
21900 <= x < 21930; y730 = 0.0008 + -0.0342x + -0.3750x^2 + 84.0000x^3; cubic_spline_interpolation
21930 <= x < 21960; y731 = -0.0008 + 0.0358x + 0.3667x^2 + 63.0000x^3; cubic_spline_interpolation
21960 <= x < 21990; y732 = 0.0008 + -0.0350x + -0.3083x^2 + 85.0000x^3; cubic_spline_interpolation
21990 <= x < 22020; y733 = -0.0008 + 0.0342x + 0.3667x^2 + 65.0000x^3; cubic_spline_interpolation
22020 <= x < 22050; y734 = 0.0008 + -0.0350x + -0.3333x^2 + 86.0000x^3; cubic_spline_interpolation
22050 <= x < 22080; y735 = -0.0007 + 0.0333x + 0.2917x^2 + 65.0000x^3; cubic_spline_interpolation
22080 <= x < 22110; y736 = 0.0007 + -0.0325x + -0.3417x^2 + 84.0000x^3; cubic_spline_interpolation
22110 <= x < 22140; y737 = -0.0007 + 0.0325x + 0.2917x^2 + 64.0000x^3; cubic_spline_interpolation
22140 <= x < 22170; y738 = 0.0007 + -0.0308x + -0.2833x^2 + 83.0000x^3; cubic_spline_interpolation
22170 <= x < 22200; y739 = -0.0007 + 0.0300x + 0.3000x^2 + 65.0000x^3; cubic_spline_interpolation
22200 <= x < 22230; y740 = 0.0007 + -0.0300x + -0.3167x^2 + 83.0000x^3; cubic_spline_interpolation
22230 <= x < 22260; y741 = -0.0007 + 0.0317x + 0.3750x^2 + 65.0000x^3; cubic_spline_interpolation
22260 <= x < 22290; y742 = 0.0008 + -0.0342x + -0.3583x^2 + 85.0000x^3; cubic_spline_interpolation
22290 <= x < 22320; y743 = -0.0006 + 0.0342x + 0.1500x^2 + 64.0000x^3; cubic_spline_interpolation
22320 <= x < 22350; y744 = 0.0000 + -0.0167x + 0.4917x^2 + 84.0000x^3; cubic_spline_interpolation
22350 <= x < 22380; y745 = 0.0004 + -0.0158x + -0.5167x^2 + 84.0000x^3; cubic_spline_interpolation
22380 <= x < 22410; y746 = -0.0002 + 0.0200x + -0.2417x^2 + 65.0000x^3; cubic_spline_interpolation
22410 <= x < 22440; y747 = -0.0000 + 0.0008x + 0.1750x^2 + 70.0000x^3; cubic_spline_interpolation
22440 <= x < 22470; y748 = -0.0002 + 0.0008x + 0.4083x^2 + 76.0000x^3; cubic_spline_interpolation
22470 <= x < 22500; y749 = 0.0005 + -0.0192x + -0.4167x^2 + 83.0000x^3; cubic_spline_interpolation
22500 <= x < 22530; y750 = -0.0004 + 0.0267x + 0.1083x^2 + 67.0000x^3; cubic_spline_interpolation
22530 <= x < 22560; y751 = 0.0001 + -0.0108x + 0.3667x^2 + 83.0000x^3; cubic_spline_interpolation
22560 <= x < 22590; y752 = -0.0001 + -0.0050x + 0.1333x^2 + 86.0000x^3; cubic_spline_interpolation
22590 <= x < 22620; y753 = 0.0003 + -0.0133x + -0.4667x^2 + 83.0000x^3; cubic_spline_interpolation
22620 <= x < 22650; y754 = 0.0002 + 0.0100x + -0.7083x^2 + 64.0000x^3; cubic_spline_interpolation
22650 <= x < 22680; y755 = -0.0005 + 0.0275x + 0.4917x^2 + 57.0000x^3; cubic_spline_interpolation
22680 <= x < 22710; y756 = 0.0001 + -0.0175x + 0.6250x^2 + 83.0000x^3; cubic_spline_interpolation
22710 <= x < 22740; y757 = 0.0002 + -0.0108x + -0.1583x^2 + 88.0000x^3; cubic_spline_interpolation
22740 <= x < 22770; y758 = -0.0001 + 0.0108x + -0.0250x^2 + 80.0000x^3; cubic_spline_interpolation
22770 <= x < 22800; y759 = -0.0001 + -0.0025x + 0.2583x^2 + 85.0000x^3; cubic_spline_interpolation
22800 <= x < 22830; y760 = 0.0003 + -0.0142x + -0.3167x^2 + 87.0000x^3; cubic_spline_interpolation
22830 <= x < 22860; y761 = -0.0001 + 0.0100x + -0.2833x^2 + 72.0000x^3; cubic_spline_interpolation
22860 <= x < 22890; y762 = 0.0003 + -0.0017x + -0.3667x^2 + 69.0000x^3; cubic_spline_interpolation
22890 <= x < 22920; y763 = -0.0005 + 0.0233x + 0.5083x^2 + 64.0000x^3; cubic_spline_interpolation
22920 <= x < 22950; y764 = 0.0001 + -0.0208x + 0.4833x^2 + 87.0000x^3; cubic_spline_interpolation
22950 <= x < 22980; y765 = 0.0005 + -0.0133x + -0.6333x^2 + 85.0000x^3; cubic_spline_interpolation
22980 <= x < 23010; y766 = -0.0006 + 0.0300x + 0.2000x^2 + 67.0000x^3; cubic_spline_interpolation
23010 <= x < 23040; y767 = -0.0001 + -0.0200x + 0.5333x^2 + 85.0000x^3; cubic_spline_interpolation
23040 <= x < 23070; y768 = 0.0007 + -0.0333x + -1.2000x^2 + 79.0000x^3; cubic_spline_interpolation
23070 <= x < 23100; y769 = 0.0002 + 0.0333x + -1.3833x^2 + 33.0000x^3; cubic_spline_interpolation
23100 <= x < 23130; y770 = -0.0011 + 0.0517x + 1.3333x^2 + 27.0000x^3; cubic_spline_interpolation
23130 <= x < 23160; y771 = 0.0006 + -0.0500x + 0.7833x^2 + 83.0000x^3; cubic_spline_interpolation
23160 <= x < 23190; y772 = -0.0002 + 0.0083x + 0.1250x^2 + 79.0000x^3; cubic_spline_interpolation
23190 <= x < 23220; y773 = 0.0000 + -0.0092x + 0.0833x^2 + 85.0000x^3; cubic_spline_interpolation
23220 <= x < 23250; y774 = 0.0004 + -0.0067x + -0.5667x^2 + 80.0000x^3; cubic_spline_interpolation
23250 <= x < 23280; y775 = -0.0007 + 0.0267x + 0.4667x^2 + 67.0000x^3; cubic_spline_interpolation
23280 <= x < 23310; y776 = 0.0008 + -0.0367x + -0.4083x^2 + 86.0000x^3; cubic_spline_interpolation
23310 <= x < 23340; y777 = -0.0005 + 0.0308x + -0.0667x^2 + 61.0000x^3; cubic_spline_interpolation
23340 <= x < 23370; y778 = 0.0003 + -0.0150x + -0.0333x^2 + 73.0000x^3; cubic_spline_interpolation
23370 <= x < 23400; y779 = -0.0002 + 0.0133x + 0.0833x^2 + 67.0000x^3; cubic_spline_interpolation
23400 <= x < 23430; y780 = -0.0001 + -0.0017x + 0.4000x^2 + 77.0000x^3; cubic_spline_interpolation
23430 <= x < 23460; y781 = 0.0000 + -0.0100x + 0.1417x^2 + 85.0000x^3; cubic_spline_interpolation
23460 <= x < 23490; y782 = 0.0003 + -0.0075x + -0.4667x^2 + 81.0000x^3; cubic_spline_interpolation
23490 <= x < 23520; y783 = -0.0002 + 0.0183x + -0.0583x^2 + 68.0000x^3; cubic_spline_interpolation
23520 <= x < 23550; y784 = -0.0001 + -0.0008x + 0.3500x^2 + 77.0000x^3; cubic_spline_interpolation
23550 <= x < 23580; y785 = 0.0001 + -0.0067x + 0.1167x^2 + 85.0000x^3; cubic_spline_interpolation
23580 <= x < 23610; y786 = -0.0001 + 0.0017x + 0.1417x^2 + 85.0000x^3; cubic_spline_interpolation
23610 <= x < 23640; y787 = 0.0003 + -0.0108x + -0.3167x^2 + 87.0000x^3; cubic_spline_interpolation
23640 <= x < 23670; y788 = -0.0004 + 0.0167x + 0.1750x^2 + 76.0000x^3; cubic_spline_interpolation
23670 <= x < 23700; y789 = 0.0005 + -0.0208x + -0.3583x^2 + 85.0000x^3; cubic_spline_interpolation
23700 <= x < 23730; y790 = -0.0003 + 0.0242x + 0.0167x^2 + 69.0000x^3; cubic_spline_interpolation
23730 <= x < 23760; y791 = -0.0002 + -0.0067x + 0.5250x^2 + 82.0000x^3; cubic_spline_interpolation
23760 <= x < 23790; y792 = 0.0005 + -0.0225x + -0.4833x^2 + 87.0000x^3; cubic_spline_interpolation
23790 <= x < 23820; y793 = -0.0000 + 0.0200x + -0.5000x^2 + 65.0000x^3; cubic_spline_interpolation
23820 <= x < 23850; y794 = -0.0006 + 0.0167x + 0.7833x^2 + 67.0000x^3; cubic_spline_interpolation
23850 <= x < 23880; y795 = 0.0008 + -0.0383x + -0.4083x^2 + 89.0000x^3; cubic_spline_interpolation
23880 <= x < 23910; y796 = -0.0008 + 0.0375x + 0.2750x^2 + 65.0000x^3; cubic_spline_interpolation
23910 <= x < 23940; y797 = 0.0005 + -0.0325x + -0.1000x^2 + 86.0000x^3; cubic_spline_interpolation
23940 <= x < 23970; y798 = -0.0000 + 0.0150x + -0.4417x^2 + 68.0000x^3; cubic_spline_interpolation
23970 <= x < 24000; y799 = -0.0005 + 0.0142x + 0.5833x^2 + 68.0000x^3; cubic_spline_interpolation
24000 <= x < 24030; y800 = 0.0007 + -0.0300x + -0.3583x^2 + 85.0000x^3; cubic_spline_interpolation
24030 <= x < 24060; y801 = -0.0005 + 0.0325x + 0.1750x^2 + 66.0000x^3; cubic_spline_interpolation
24060 <= x < 24090; y802 = 0.0001 + -0.0158x + 0.4000x^2 + 86.0000x^3; cubic_spline_interpolation
24090 <= x < 24120; y803 = 0.0001 + -0.0050x + -0.1417x^2 + 87.0000x^3; cubic_spline_interpolation
24120 <= x < 24150; y804 = -0.0003 + 0.0075x + 0.1667x^2 + 82.0000x^3; cubic_spline_interpolation
24150 <= x < 24180; y805 = 0.0004 + -0.0183x + -0.3667x^2 + 86.0000x^3; cubic_spline_interpolation
24180 <= x < 24210; y806 = -0.0001 + 0.0133x + -0.3583x^2 + 68.0000x^3; cubic_spline_interpolation
24210 <= x < 24240; y807 = 0.0002 + 0.0025x + -0.1917x^2 + 66.0000x^3; cubic_spline_interpolation
24240 <= x < 24270; y808 = -0.0005 + 0.0175x + 0.6417x^2 + 67.0000x^3; cubic_spline_interpolation
24270 <= x < 24300; y809 = 0.0004 + -0.0258x + 0.1000x^2 + 89.0000x^3; cubic_spline_interpolation
24300 <= x < 24330; y810 = -0.0002 + 0.0117x + -0.0333x^2 + 80.0000x^3; cubic_spline_interpolation
24330 <= x < 24360; y811 = 0.0000 + -0.0033x + 0.1000x^2 + 85.0000x^3; cubic_spline_interpolation
24360 <= x < 24390; y812 = -0.0000 + 0.0000x + 0.0667x^2 + 86.0000x^3; cubic_spline_interpolation
24390 <= x < 24420; y813 = 0.0001 + -0.0033x + -0.0667x^2 + 87.0000x^3; cubic_spline_interpolation
24420 <= x < 24450; y814 = -0.0000 + 0.0033x + -0.0333x^2 + 84.0000x^3; cubic_spline_interpolation
24450 <= x < 24480; y815 = -0.0002 + 0.0000x + 0.2000x^2 + 85.0000x^3; cubic_spline_interpolation
24480 <= x < 24510; y816 = 0.0005 + -0.0167x + -0.6083x^2 + 86.0000x^3; cubic_spline_interpolation
24510 <= x < 24540; y817 = -0.0007 + 0.0308x + 0.2833x^2 + 67.0000x^3; cubic_spline_interpolation
24540 <= x < 24570; y818 = 0.0005 + -0.0300x + -0.1583x^2 + 85.0000x^3; cubic_spline_interpolation
24570 <= x < 24600; y819 = 0.0000 + 0.0158x + -0.4417x^2 + 67.0000x^3; cubic_spline_interpolation
24600 <= x < 24630; y820 = -0.0004 + 0.0158x + 0.5250x^2 + 68.0000x^3; cubic_spline_interpolation
24630 <= x < 24660; y821 = 0.0002 + -0.0175x + 0.3000x^2 + 88.0000x^3; cubic_spline_interpolation
24660 <= x < 24690; y822 = -0.0001 + 0.0017x + 0.0333x^2 + 87.0000x^3; cubic_spline_interpolation
24690 <= x < 24720; y823 = 0.0001 + -0.0033x + -0.0833x^2 + 88.0000x^3; cubic_spline_interpolation
24720 <= x < 24750; y824 = -0.0001 + 0.0050x + 0.0417x^2 + 85.0000x^3; cubic_spline_interpolation
24750 <= x < 24780; y825 = 0.0001 + -0.0042x + -0.0083x^2 + 88.0000x^3; cubic_spline_interpolation
24780 <= x < 24810; y826 = -0.0000 + 0.0025x + -0.0000x^2 + 86.0000x^3; cubic_spline_interpolation
24810 <= x < 24840; y827 = 0.0000 + -0.0017x + -0.0250x^2 + 87.0000x^3; cubic_spline_interpolation
24840 <= x < 24870; y828 = -0.0002 + 0.0025x + 0.1833x^2 + 86.0000x^3; cubic_spline_interpolation
24870 <= x < 24900; y829 = 0.0005 + -0.0167x + -0.5667x^2 + 88.0000x^3; cubic_spline_interpolation
24900 <= x < 24930; y830 = -0.0007 + 0.0300x + 0.3083x^2 + 70.0000x^3; cubic_spline_interpolation
24930 <= x < 24960; y831 = 0.0007 + -0.0308x + -0.3167x^2 + 88.0000x^3; cubic_spline_interpolation
24960 <= x < 24990; y832 = -0.0005 + 0.0300x + 0.1333x^2 + 69.0000x^3; cubic_spline_interpolation
24990 <= x < 25020; y833 = 0.0000 + -0.0167x + 0.3583x^2 + 86.0000x^3; cubic_spline_interpolation
25020 <= x < 25050; y834 = 0.0005 + -0.0125x + -0.6667x^2 + 83.0000x^3; cubic_spline_interpolation
25050 <= x < 25080; y835 = -0.0005 + 0.0317x + 0.1833x^2 + 65.0000x^3; cubic_spline_interpolation
25080 <= x < 25110; y836 = 0.0001 + -0.0150x + 0.4000x^2 + 85.0000x^3; cubic_spline_interpolation
25110 <= x < 25140; y837 = 0.0000 + -0.0033x + -0.0083x^2 + 87.0000x^3; cubic_spline_interpolation
25140 <= x < 25170; y838 = 0.0000 + 0.0008x + -0.0833x^2 + 85.0000x^3; cubic_spline_interpolation
25170 <= x < 25200; y839 = -0.0003 + 0.0033x + 0.2250x^2 + 84.0000x^3; cubic_spline_interpolation
25200 <= x < 25230; y840 = 0.0006 + -0.0192x + -0.6083x^2 + 87.0000x^3; cubic_spline_interpolation
25230 <= x < 25260; y841 = -0.0007 + 0.0325x + 0.2917x^2 + 67.0000x^3; cubic_spline_interpolation
25260 <= x < 25290; y842 = 0.0005 + -0.0308x + -0.0833x^2 + 86.0000x^3; cubic_spline_interpolation
25290 <= x < 25320; y843 = 0.0002 + 0.0100x + -0.6833x^2 + 68.0000x^3; cubic_spline_interpolation
25320 <= x < 25350; y844 = -0.0006 + 0.0283x + 0.6417x^2 + 62.0000x^3; cubic_spline_interpolation
25350 <= x < 25380; y845 = 0.0004 + -0.0275x + 0.3167x^2 + 90.0000x^3; cubic_spline_interpolation
25380 <= x < 25410; y846 = -0.0006 + 0.0067x + 0.4417x^2 + 85.0000x^3; cubic_spline_interpolation
25410 <= x < 25440; y847 = 0.0010 + -0.0475x + -1.2500x^2 + 88.0000x^3; cubic_spline_interpolation
25440 <= x < 25470; y848 = 0.0001 + 0.0400x + -1.5083x^2 + 34.0000x^3; cubic_spline_interpolation
25470 <= x < 25500; y849 = -0.0010 + 0.0508x + 1.2500x^2 + 28.0000x^3; cubic_spline_interpolation
25500 <= x < 25530; y850 = 0.0004 + -0.0433x + 1.0250x^2 + 83.0000x^3; cubic_spline_interpolation
25530 <= x < 25560; y851 = 0.0001 + -0.0058x + -0.0917x^2 + 86.0000x^3; cubic_spline_interpolation
25560 <= x < 25590; y852 = -0.0003 + 0.0075x + 0.2167x^2 + 82.0000x^3; cubic_spline_interpolation
25590 <= x < 25620; y853 = 0.0004 + -0.0200x + -0.3750x^2 + 87.0000x^3; cubic_spline_interpolation
25620 <= x < 25650; y854 = 0.0000 + 0.0142x + -0.5083x^2 + 68.0000x^3; cubic_spline_interpolation
25650 <= x < 25680; y855 = -0.0003 + 0.0158x + 0.3583x^2 + 66.0000x^3; cubic_spline_interpolation
25680 <= x < 25710; y856 = -0.0001 + -0.0108x + 0.5250x^2 + 83.0000x^3; cubic_spline_interpolation
25710 <= x < 25740; y857 = 0.0005 + -0.0175x + -0.5083x^2 + 87.0000x^3; cubic_spline_interpolation
25740 <= x < 25770; y858 = -0.0005 + 0.0292x + 0.2000x^2 + 70.0000x^3; cubic_spline_interpolation
25770 <= x < 25800; y859 = 0.0001 + -0.0183x + 0.3417x^2 + 88.0000x^3; cubic_spline_interpolation
25800 <= x < 25830; y860 = 0.0003 + -0.0108x + -0.5000x^2 + 84.0000x^3; cubic_spline_interpolation
25830 <= x < 25860; y861 = 0.0000 + 0.0150x + -0.4250x^2 + 67.0000x^3; cubic_spline_interpolation
25860 <= x < 25890; y862 = -0.0005 + 0.0158x + 0.6667x^2 + 68.0000x^3; cubic_spline_interpolation
25890 <= x < 25920; y863 = 0.0005 + -0.0317x + -0.1083x^2 + 88.0000x^3; cubic_spline_interpolation
25920 <= x < 25950; y864 = -0.0001 + 0.0142x + -0.3333x^2 + 70.0000x^3; cubic_spline_interpolation
25950 <= x < 25980; y865 = -0.0000 + 0.0017x + 0.0250x^2 + 69.0000x^3; cubic_spline_interpolation
25980 <= x < 26010; y866 = 0.0001 + -0.0025x + -0.0417x^2 + 70.0000x^3; cubic_spline_interpolation
26010 <= x < 26040; y867 = -0.0001 + 0.0025x + 0.0083x^2 + 68.0000x^3; cubic_spline_interpolation
26040 <= x < 26070; y868 = 0.0001 + -0.0025x + -0.0500x^2 + 69.0000x^3; cubic_spline_interpolation
26070 <= x < 26100; y869 = 0.0001 + 0.0033x + -0.1333x^2 + 67.0000x^3; cubic_spline_interpolation
26100 <= x < 26130; y870 = -0.0003 + 0.0133x + 0.4833x^2 + 69.0000x^3; cubic_spline_interpolation
26130 <= x < 26160; y871 = 0.0002 + -0.0150x + 0.3000x^2 + 87.0000x^3; cubic_spline_interpolation
26160 <= x < 26190; y872 = -0.0000 + 0.0000x + 0.0250x^2 + 87.0000x^3; cubic_spline_interpolation
26190 <= x < 26220; y873 = -0.0001 + -0.0025x + 0.0667x^2 + 87.0000x^3; cubic_spline_interpolation
26220 <= x < 26250; y874 = 0.0003 + -0.0117x + -0.4917x^2 + 84.0000x^3; cubic_spline_interpolation
26250 <= x < 26280; y875 = -0.0000 + 0.0158x + -0.3917x^2 + 67.0000x^3; cubic_spline_interpolation
26280 <= x < 26310; y876 = -0.0005 + 0.0142x + 0.6583x^2 + 69.0000x^3; cubic_spline_interpolation
26310 <= x < 26340; y877 = 0.0005 + -0.0308x + -0.0917x^2 + 88.0000x^3; cubic_spline_interpolation
26340 <= x < 26370; y878 = 0.0001 + 0.0108x + -0.5750x^2 + 70.0000x^3; cubic_spline_interpolation
26370 <= x < 26400; y879 = -0.0003 + 0.0192x + 0.3250x^2 + 65.0000x^3; cubic_spline_interpolation
26400 <= x < 26430; y880 = -0.0001 + -0.0108x + 0.5750x^2 + 83.0000x^3; cubic_spline_interpolation
26430 <= x < 26460; y881 = 0.0005 + -0.0192x + -0.5000x^2 + 88.0000x^3; cubic_spline_interpolation
26460 <= x < 26490; y882 = -0.0005 + 0.0283x + 0.1167x^2 + 70.0000x^3; cubic_spline_interpolation
26490 <= x < 26520; y883 = 0.0002 + -0.0150x + 0.2000x^2 + 86.0000x^3; cubic_spline_interpolation
26520 <= x < 26550; y884 = -0.0001 + 0.0033x + 0.0250x^2 + 84.0000x^3; cubic_spline_interpolation
26550 <= x < 26580; y885 = -0.0001 + -0.0025x + 0.1583x^2 + 86.0000x^3; cubic_spline_interpolation
26580 <= x < 26610; y886 = 0.0005 + -0.0142x + -0.5833x^2 + 85.0000x^3; cubic_spline_interpolation
26610 <= x < 26640; y887 = -0.0006 + 0.0267x + 0.1667x^2 + 67.0000x^3; cubic_spline_interpolation
26640 <= x < 26670; y888 = 0.0006 + -0.0233x + -0.3000x^2 + 81.0000x^3; cubic_spline_interpolation
26670 <= x < 26700; y889 = -0.0007 + 0.0300x + 0.5000x^2 + 67.0000x^3; cubic_spline_interpolation
26700 <= x < 26730; y890 = 0.0006 + -0.0367x + -0.2000x^2 + 89.0000x^3; cubic_spline_interpolation
26730 <= x < 26760; y891 = -0.0003 + 0.0200x + -0.2833x^2 + 67.0000x^3; cubic_spline_interpolation
26760 <= x < 26790; y892 = 0.0003 + -0.0050x + -0.2583x^2 + 69.0000x^3; cubic_spline_interpolation
26790 <= x < 26820; y893 = -0.0007 + 0.0225x + 0.6833x^2 + 65.0000x^3; cubic_spline_interpolation
26820 <= x < 26850; y894 = 0.0006 + -0.0367x + -0.1667x^2 + 88.0000x^3; cubic_spline_interpolation
26850 <= x < 26880; y895 = -0.0001 + 0.0200x + -0.4167x^2 + 67.0000x^3; cubic_spline_interpolation
26880 <= x < 26910; y896 = -0.0005 + 0.0117x + 0.6250x^2 + 70.0000x^3; cubic_spline_interpolation
26910 <= x < 26940; y897 = 0.0006 + -0.0292x + -0.3000x^2 + 87.0000x^3; cubic_spline_interpolation
26940 <= x < 26970; y898 = -0.0006 + 0.0283x + 0.2250x^2 + 69.0000x^3; cubic_spline_interpolation
26970 <= x < 27000; y899 = 0.0006 + -0.0258x + -0.2417x^2 + 85.0000x^3; cubic_spline_interpolation
27000 <= x < 27030; y900 = -0.0006 + 0.0258x + 0.2750x^2 + 70.0000x^3; cubic_spline_interpolation
27030 <= x < 27060; y901 = 0.0006 + -0.0258x + -0.2250x^2 + 86.0000x^3; cubic_spline_interpolation
27060 <= x < 27090; y902 = -0.0005 + 0.0242x + 0.2250x^2 + 71.0000x^3; cubic_spline_interpolation
27090 <= x < 27120; y903 = 0.0004 + -0.0242x + -0.1083x^2 + 85.0000x^3; cubic_spline_interpolation
27120 <= x < 27150; y904 = -0.0000 + 0.0092x + -0.3917x^2 + 70.0000x^3; cubic_spline_interpolation
27150 <= x < 27180; y905 = 0.0000 + 0.0075x + -0.0667x^2 + 66.0000x^3; cubic_spline_interpolation
27180 <= x < 27210; y906 = -0.0004 + 0.0083x + 0.5833x^2 + 71.0000x^3; cubic_spline_interpolation
27210 <= x < 27240; y907 = 0.0004 + -0.0250x + -0.1000x^2 + 86.0000x^3; cubic_spline_interpolation
27240 <= x < 27270; y908 = 0.0001 + 0.0100x + -0.4667x^2 + 71.0000x^3; cubic_spline_interpolation
27270 <= x < 27300; y909 = -0.0005 + 0.0167x + 0.5250x^2 + 68.0000x^3; cubic_spline_interpolation
27300 <= x < 27330; y910 = 0.0005 + -0.0292x + -0.1750x^2 + 85.0000x^3; cubic_spline_interpolation
27330 <= x < 27360; y911 = -0.0002 + 0.0158x + -0.2833x^2 + 67.0000x^3; cubic_spline_interpolation
27360 <= x < 27390; y912 = 0.0001 + 0.0000x + -0.0500x^2 + 68.0000x^3; cubic_spline_interpolation
27390 <= x < 27420; y913 = -0.0001 + 0.0083x + 0.2083x^2 + 69.0000x^3; cubic_spline_interpolation
27420 <= x < 27450; y914 = -0.0002 + -0.0008x + 0.5000x^2 + 80.0000x^3; cubic_spline_interpolation
27450 <= x < 27480; y915 = 0.0001 + -0.0150x + 0.0917x^2 + 90.0000x^3; cubic_spline_interpolation
27480 <= x < 27510; y916 = 0.0004 + -0.0058x + -0.6417x^2 + 82.0000x^3; cubic_spline_interpolation
27510 <= x < 27540; y917 = -0.0006 + 0.0258x + 0.2750x^2 + 67.0000x^3; cubic_spline_interpolation
27540 <= x < 27570; y918 = 0.0004 + -0.0258x + -0.1250x^2 + 83.0000x^3; cubic_spline_interpolation
27570 <= x < 27600; y919 = -0.0000 + 0.0142x + -0.3167x^2 + 68.0000x^3; cubic_spline_interpolation
27600 <= x < 27630; y920 = -0.0004 + 0.0100x + 0.4917x^2 + 70.0000x^3; cubic_spline_interpolation
27630 <= x < 27660; y921 = 0.0003 + -0.0225x + -0.0250x^2 + 84.0000x^3; cubic_spline_interpolation
27660 <= x < 27690; y922 = -0.0002 + 0.0042x + -0.2417x^2 + 71.0000x^3; cubic_spline_interpolation
27690 <= x < 27720; y923 = 0.0002 + -0.0108x + -0.5500x^2 + 63.0000x^3; cubic_spline_interpolation
27720 <= x < 27750; y924 = 0.0005 + 0.0067x + -1.0833x^2 + 42.0000x^3; cubic_spline_interpolation
27750 <= x < 27780; y925 = -0.0011 + 0.0517x + 1.1083x^2 + 29.0000x^3; cubic_spline_interpolation
27780 <= x < 27810; y926 = 0.0008 + -0.0508x + 0.4333x^2 + 78.0000x^3; cubic_spline_interpolation
27810 <= x < 27840; y927 = -0.0002 + 0.0183x + -0.0167x^2 + 66.0000x^3; cubic_spline_interpolation
27840 <= x < 27870; y928 = -0.0002 + -0.0017x + 0.4750x^2 + 76.0000x^3; cubic_spline_interpolation
27870 <= x < 27900; y929 = 0.0003 + -0.0175x + -0.1583x^2 + 84.0000x^3; cubic_spline_interpolation
27900 <= x < 27930; y930 = 0.0001 + 0.0075x + -0.4250x^2 + 71.0000x^3; cubic_spline_interpolation
27930 <= x < 27960; y931 = -0.0002 + 0.0142x + 0.1917x^2 + 67.0000x^3; cubic_spline_interpolation
